,股票编号,年份（年末）,交易日平均价,预增或预减,超涨或超跌,次新股,每股资本公积(元/股)+每股未分配利润(元/股),每股现金流量净额(元/股),实收资本(或股本),每股收益(期末摊薄，元/股),每股净资产(元/股),营业总收入同必增长(%),近两年送转比例,上市时间,是否高转送
3396,486,2,-0.6231638377571763,0,0,0,-0.2485474461928812,-0.6478109788779303,-0.12135352737911556,-0.3671329726381302,-0.27650251837581624,-0.007573791321825459,1.1730658500607132,-1.1168053998465974,0
3397,486,3,-0.5248669327714564,0,0,0,-0.26670178506963016,-0.35152474674095474,-0.12135352737911556,-0.5611802509127711,-0.29171131505869274,-0.008534497142583282,-0.5225853756309263,-0.9759009560156485,0
3398,486,4,-0.4009437019914921,0,0,0,-0.10001194629220879,-0.08765871243933142,-0.12135352737911556,-0.398358971440946,-0.126991457297306,-0.007416960953282092,-0.5963093419653455,-0.8349965121846997,0
3399,486,5,0.3714762474321997,0,0,0,-0.23644455360838199,0.011320684973901051,-0.12135352737911556,-0.2828227758705277,-0.24547859424529733,-0.008592746567152277,-0.5225853756309263,-0.6940920683537508,1
3400,486,6,1.8760707558698109,0,0,0,-0.18400833717171192,-0.18746787725602815,-0.12135352737911556,-0.15509357124377168,-0.19171726643605966,-0.008501301865648589,0.8781699847230369,-0.553187624522802,0
3401,486,7,1.4194898255136137,0,0,0,-0.6580479481607585,0.30843668451434086,-0.11287654553749478,-0.3247548314057374,-0.6247384876063308,-0.007887102667491404,0.8044460183886176,-0.4122831806918532,0
3402,487,1,-0.437265644362771,0,0,0,-0.9472433814956348,-0.23322362264705532,-0.108157328716291,-0.6037070873775583,-0.8426386061940548,-0.008088639678098739,-0.7437572746341837,0.43314348229383987,0
3403,487,2,-0.4259346579224514,0,0,0,-0.9801933617854918,-0.03455359861762106,-0.108157328716291,-0.7895761278705093,-0.8646180964168164,-0.009373404495661198,-0.7437572746341837,0.5740479261247887,0
3404,487,3,-0.5205936175255178,0,0,0,-0.974576229820437,-0.30802122715933045,-0.108157328716291,-0.5916627735536151,-0.8670686832577452,-0.009237942659056697,-0.7437572746341837,0.7149523699557375,0
3405,487,4,-0.1217949688559095,0,0,0,-0.74302878484857,-0.06691452735272582,-0.108157328716291,-0.25650371973672575,-0.6769334609399236,-0.010516653419965084,-0.7437572746341837,0.8558568137866863,0
3406,487,5,0.7646271404690878,0,0,0,-0.9936860602170148,-0.1066248245185137,-0.108157328716291,-0.5308464235043215,-0.930581830866967,-0.009471085679428047,-0.7437572746341837,0.9967612576176352,0
3407,487,6,0.1604228238300503,0,0,0,-0.9925278886778282,-0.06122469372897114,-0.10649073117967815,-0.9873407869550093,-0.9415463121964827,-0.009104459676516857,-0.7437572746341837,1.137665701448584,0
3408,487,7,-0.26592637344840947,0,0,0,-0.8793745292993043,0.14692838634005426,-0.10649073117967815,-0.03925998520856463,-0.8428154526671116,-0.009176771332782852,-0.7437572746341837,1.2785701452795328,0
3409,488,1,-0.5794735484546659,0,1,0,-0.4526172713975477,0.03325025206545555,-0.10542727308267284,-0.3654973250817923,-0.45084787702786067,-0.008102098977697912,1.2320450231282485,0.8558568137866863,0
3410,488,2,-0.5961027680598411,0,1,0,-0.7556528546257033,-0.24318083148862604,-0.08951378412359162,-0.4444544934831978,-0.718921866399958,-0.008379991927565892,0.29722513000781425,0.9967612576176352,0
3411,488,3,-0.6293943850083085,0,1,0,-0.7577665176847187,0.0019561671348047997,-0.08951378412359162,-0.5741167361310805,-0.719022921527419,-0.00854183436241991,-0.6759312256065181,1.137665701448584,0
3412,488,4,-0.5130545913997988,0,1,0,-0.7544946830865167,-0.38767889789189597,-0.08951378412359162,-0.5759010789198129,-0.7139954289362356,-0.009263367841828121,-0.7157421674271044,1.2785701452795328,0
3413,488,5,-0.06319076566492636,0,1,0,-0.7459821222734958,-0.10703970822024579,-0.08951378412359162,-0.5448237753493914,-0.7034351681165638,-0.009000789367244933,-0.706895291466974,1.4194745891104816,0
3414,488,6,-0.043866378897872906,0,1,0,-0.769348233076584,-0.08552502483042342,-0.08951378412359162,-0.7138902545817797,-0.7233682920082408,-0.009046958506141064,-0.7201656054071696,1.5603790329414307,0
3415,488,7,-0.2752780419797195,0,1,0,-0.7700720902885755,-0.08848847984279565,-0.08951378412359162,-0.6154540107367128,-0.7225598509885531,-0.008679203938021122,-0.7393338366541186,1.7012834767723795,0
3416,489,1,-0.4477833542370066,1,0,0,-0.7257430746262111,-0.12031598667567339,-0.0947552901572138,-0.4480231790606625,-0.621858416473693,-0.00904241641767077,-0.5963093419653455,1.137665701448584,0
3417,489,2,-0.4735209959011533,1,0,0,-0.6781132700771652,0.012980219780829498,-0.0947552901572138,-0.27449584285644346,-0.575549904314702,-0.009075775568457697,-0.5668197554315778,1.2785701452795328,0
3418,489,3,-0.39653648066754227,1,0,0,-0.6330603972028089,0.062351380286950836,-0.0947552901572138,-0.24490549160996564,-0.5288624354277321,-0.008850065618666731,-0.5225853756309263,1.4194745891104816,0
3419,489,4,-0.10285104498568176,1,0,0,-0.5944353763709382,-0.43616102189430567,-0.0947552901572138,-0.29278535644094983,-0.4935941959438524,-0.008719133502694619,-0.5225853756309263,1.5603790329414307,0
3420,489,5,0.51639643930682,1,0,0,-0.5791185577651965,-0.13353299603085353,-0.0947552901572138,-0.4054963425958753,-0.47163996950295595,-0.008716322911530905,-0.5668197554315778,1.7012834767723795,0
3421,489,6,0.26615659150875604,1,0,0,-0.5645255963714462,-0.08380622092324752,-0.0947552901572138,-0.45858054056066216,-0.4573406689672282,-0.008911236944940577,-0.6184265318656712,1.8421879206033283,0
3422,489,7,-0.13942243092885306,1,0,0,-0.5456474002827058,-0.19215013617557625,-0.0947552901572138,-0.4594727119550283,-0.4404391988993804,-0.008853998591120247,-0.6405437217659969,1.983092364434277,0
3423,490,1,-0.3773339389862095,1,0,0,0.9047887268175446,-1.0830239819949161,-0.11387383751886193,0.5586435442491604,0.7651737354918982,-0.008111269729503828,-0.0065176112899926,-1.1168053998465974,0
3424,490,2,-0.5245733062711864,1,0,0,1.0623290104353924,-0.2687850827955221,-0.11387383751886193,0.6411693982280307,0.9163522061735143,-0.008418152891419098,0.06720635504442657,-0.9759009560156485,0
3425,490,3,-0.4081978509060455,1,0,0,1.1871799023597005,-0.4027925184549943,-0.11387383751886193,0.5506140016998647,1.0394878789847108,-0.008449758901183112,0.06720635504442657,-0.8349965121846997,1
3426,490,4,0.08027885618419017,1,0,0,1.359921187429371,-0.04308834905325308,-0.11387383751886193,0.7363343469604214,1.2069867527512743,-0.008555491547425551,1.5416856817328088,-0.6940920683537508,0
3427,490,5,0.7877771046355827,1,0,0,0.09516891234920116,-0.19997365740823891,-0.09547617471877456,-0.044315623109972835,0.049071838521575095,-0.009045826848972836,1.3352585759964355,-0.553187624522802,0
3428,490,6,0.13233051165700457,1,0,0,0.4647414505036227,0.20175230406894054,-0.08983365391751318,-0.22587250186348748,0.38298324343449663,-0.00879317047234824,-0.4636062025633911,-0.4122831806918532,0
3429,490,7,-0.13956240787965943,1,0,0,0.5424547607830388,0.17413290335363138,-0.0895059500055108,-0.07271641249729577,0.44434896958517267,-0.008474658450843608,-0.44886140929650725,-0.27137873686090436,0
3430,491,1,-0.8804776192872654,1,0,0,-0.23945579961026703,0.28994472523713816,-0.10468005206563351,1.1480714454604068,-0.22213485980181247,-0.007830760981919122,-0.7437572746341837,-1.398614287508495,0
3431,491,2,-0.8996669709262055,1,0,0,0.8075891803913151,1.1812927238584572,-0.09688870846120264,0.48622896607310656,0.6955467526712874,-0.00910265706414233,-0.15396554395883078,-1.2577098436775462,1
3432,491,3,-0.8965954092046435,1,0,0,0.7302812301506142,-1.5327579146725256,-0.09688870846120264,-0.407429380617002,0.631250427824243,-0.009079090149016004,1.3794929557970865,-1.1168053998465974,0
3433,491,4,-0.8437380516477708,1,0,0,0.0173108306273866,-0.21265724486119209,-0.05317188075093668,0.3675701706224066,-0.028538499368452503,-0.007713872545887154,0.8929147779899207,-0.9759009560156485,0
3434,491,5,-0.7055521615857997,1,0,0,-0.769000781614828,-0.050674793884925996,0.1261181339293533,-0.5127056051522094,-0.7363033483232454,-0.007881070254553662,-0.6257989284991131,-0.8349965121846997,1
3435,491,6,-0.7821404669803445,1,0,0,-0.5648151392562428,-0.1657753865654634,0.18081072250748648,-0.502594329349393,-0.5578147294453011,-0.008190736179997363,1.0551075039256426,-0.6940920683537508,0
3436,491,7,-0.8092530224459545,1,0,0,-0.954626725057949,-0.09376342976481822,0.5561232951494227,-0.5332255472226313,-0.9015790092856675,-0.007700076222705093,1.0698522971925264,-0.553187624522802,0
3437,492,1,-0.10465820087588669,0,0,0,-0.6854966136394792,-0.1724135257931772,-0.07441301956550092,-0.48177699681418246,-0.6349955830436196,-0.009166911074013781,-0.7437572746341837,-0.6940920683537508,0
3438,492,2,-0.13821050139161142,0,0,0,-0.6905636141234203,-0.041428814246324636,-0.07441301956550092,-0.6441521905888244,-0.639290425960711,-0.008961196826154325,-0.7437572746341837,-0.553187624522802,0
3439,492,3,-0.23880608396342848,0,0,0,-0.5241633182307956,-0.16867957247758816,-0.0701885530631785,-0.4628927023000986,-0.49334155812520003,-0.008676282036316272,-0.5963093419653455,-0.4122831806918532,0
3440,492,4,0.6305507033072524,0,0,0,-0.5078910081052249,-0.1829041565369749,-0.0701885530631785,-0.36296950613108814,-0.4731557964148706,-0.008527119727273469,-0.44886140929650725,-0.27137873686090436,0
3441,492,5,0.006938809890413469,0,0,0,-0.5424334742614632,-0.07023359696658271,-0.0701885530631785,-0.6457878381451625,-0.5008449013391773,-0.009589047025398197,-0.5963093419653455,-0.1304742930299555,0
3442,492,6,-0.17545498417006433,0,0,0,-0.5189805005929359,-0.11018097053336037,-0.0701885530631785,-0.48683263471559074,-0.4767432534397351,-0.008830153399641076,-0.7437572746341837,0.010430150800993335,0
3443,492,7,-0.12091736333742942,0,0,0,-0.47106115315909325,-0.221310533497319,-0.0701885530631785,-0.34349043068742685,-0.4289947057144252,-0.007914945762573084,-0.5963093419653455,0.15133459463194218,0
3449,493,6,1.9729709319826767,0,1,0,0.6395674443438293,1.0161690105690766,-0.12722772822352058,2.0626958199181202,0.6352421053589516,-0.008324930313216688,-0.13922075069194703,-1.398614287508495,1
3450,493,7,2.5740432419436927,0,1,0,2.0782481303213363,2.690580361659634,-0.12565309768106508,1.910134511481506,1.8945405762138723,-0.007857441500237814,0.77495643185485,-1.2577098436775462,0
3451,494,1,-0.38183311205060305,0,0,0,1.7629648830662832,0.10378048135991462,-0.1288332172393692,0.737375213587182,1.50757522938394,-0.00814957910741188,1.025617917391875,-1.2577098436775462,1
3452,494,2,-0.3701823071099636,0,0,0,0.9173548880177185,1.5593703143369064,-0.127274948518483,0.503775003495641,0.7739150040172723,-0.00819101136439073,1.910305513404904,-1.1168053998465974,0
3453,494,3,-0.41061627989955296,0,0,0,-0.19078364067595313,-0.4801386942779095,-0.12260014235582449,-0.4310719225677054,-0.21410097716866516,-0.009318565502394268,1.0551075039256426,-0.9759009560156485,1
3454,494,4,-0.1699605606579941,0,0,0,-0.05058697585742361,-0.25035239261856684,-0.12231887485170453,-0.1159867251240548,-0.14321080525479213,-0.006659733893682553,1.1288314702600617,-0.8349965121846997,0
3455,494,5,0.7799315296204185,0,0,0,-0.692561460028517,-0.2773198332311541,-0.11070611094960847,-0.38824769563812955,-0.6809756660383626,-0.008091836764196957,1.1435762635269455,-0.6940920683537508,0
3456,494,6,0.3585142052774041,0,0,0,-0.6566581423137346,-0.08878482534403287,-0.11071348156065826,-0.38274597203953814,-0.6356524413721159,-0.008315676078504922,-0.6700333082997646,-0.553187624522802,0
3457,494,7,0.13072611798532305,0,0,0,-0.6191623387325708,-0.030404761600299937,-0.11071810961875929,-0.37189122007474984,-0.5863880667348913,-0.007679898095164499,-0.6847781015666484,-0.4122831806918532,0
3458,495,1,0.1206212170003955,0,0,0,-0.08243669318505327,0.2796319017940827,-0.03759486953589078,3.6506122066574993,-0.04069037844563474,-0.0051513987622865435,3.2373369074244485,0.7149523699557375,0
3459,495,2,0.952132145074254,0,0,0,-0.6169907670965961,-0.0769902743947914,0.05676001560935998,0.3069025158055075,-0.5149673554018483,-0.009451958818109304,1.5416856817328088,0.8558568137866863,0
3460,495,3,0.37811704857529976,0,0,0,-0.4664284670023472,0.1688579534316088,0.05676001560935998,0.3071999062702962,-0.36793214494613197,-0.009096253616067465,-0.15396554395883078,0.9967612576176352,1
3461,495,4,0.4416053534317676,0,0,0,-0.4459577850472252,-0.6121309805289686,0.05676001560935998,-0.2255751113986987,-0.34976748578502204,-0.009800054707880623,0.4726881698837315,1.137665701448584,0
3462,495,5,0.2339983182356577,0,0,0,-0.7333290982078828,-0.0659662217487667,0.15111490075461073,-0.48698132994798504,-0.6376482801394702,-0.008462136014965671,0.22202668434670667,1.2785701452795328,0
3463,495,6,0.10693195300460055,0,0,0,-0.7414362989821885,-0.04296981085275821,0.15111490075461073,-0.5831871453071364,-0.6389872605783281,-0.009516525115887832,-0.6847781015666484,1.4194745891104816,0
3464,495,7,0.18581289532593986,0,0,0,-0.718533456794775,0.22243722005529873,0.15111490075461073,-0.456052721609958,-0.6007884223980801,-0.0057602550544691425,-0.6774057049332065,1.5603790329414307,0
3471,496,7,2.281763945002488,1,1,1,0.4490482261476453,-0.16257485515210138,-0.12024975889605026,0.7931359257350673,0.42888753508364386,-0.007735794538572232,-0.44886140929650725,-1.2577098436775462,0
3476,497,5,0.5851350940319141,0,0,0,-0.3556783135676352,-0.13471837803580244,-0.09996628918495283,-0.3537504017226378,-0.37907347274870434,-0.009238694005209373,-0.5963093419653455,-1.2577098436775462,0
3477,497,6,0.023032550377401127,0,0,0,0.07487195612495721,-0.024003698773575936,-0.09592874231381436,-0.3623747252015107,-0.002137847319273232,-0.008671579165953226,-0.44886140929650725,-1.1168053998465974,0
3478,497,7,-0.38000005446534457,0,0,0,0.10953023943511409,-0.04605180406562531,-0.09592874231381436,-0.28520189958883746,0.02929029732108942,-0.006712893952953995,0.1409303213788456,-0.9759009560156485,0
3479,498,1,-0.4268650391444866,0,0,0,0.9151833163817437,0.05630593206171149,-0.09456912496183108,-0.5561246130113628,0.8318701196161409,-0.008403769095936589,-0.5963093419653455,-1.1168053998465974,0
3480,498,2,-0.63890392240902,0,0,0,0.9313977179303549,0.15214406716182943,-0.09456912496183108,-0.41798674211700165,0.853495916892789,-0.008744366983978529,-0.5815645486984616,-0.9759009560156485,0
3481,498,3,-0.5509501778475174,0,0,0,0.9410684502825627,-0.3629636830887115,-0.09456912496183108,-0.44549536010995844,0.8680225914653038,-0.007075181936720309,-0.5815645486984616,-0.8349965121846997,0
3482,498,4,-0.40380540380721,0,0,0,0.9557193202532724,0.7497544049568132,-0.09456912496183108,-0.43255887489164896,0.8877536051020591,-0.008827908637061475,-0.0802415776244117,-0.6940920683537508,0
3483,498,5,-0.30098750737786045,0,0,0,0.31331052175498403,-1.3377033057581853,-0.07961687307410689,-0.5840793167015027,0.29286733352117356,-0.00832701738586301,-0.15396554395883078,-0.553187624522802,0
3484,498,6,-0.2318878932551123,0,0,0,0.33508414669169073,0.06395164599363186,-0.07961687307410689,-0.4982821676099565,0.31381100868746015,-0.008319312222848737,-0.6995228948335321,-0.4122831806918532,0
3485,498,7,-0.262497618635819,0,0,0,0.3668470011538813,-0.6356015442269567,-0.07961687307410689,-0.39315463830714337,0.3446328225630573,-0.008150231510861325,-0.6995228948335321,-0.27137873686090436,0
3486,499,1,-0.3226497354723461,-1,0,0,-0.027973676554806735,-0.13205126852466742,-0.10669185668974263,0.3910640173407157,-0.054585458471518515,-0.008960191939324614,-0.5963093419653455,0.7149523699557375,0
3487,499,2,-0.44087319584796886,-1,0,0,0.04154557008486483,-0.02910084139485617,-0.10669185668974263,-0.11360760140574502,0.02024586341333228,-0.008456663246693094,-0.5963093419653455,0.8558568137866863,0
3488,499,3,-0.4084013998091547,-1,0,0,0.1615031872561096,0.047948988926821805,-0.10669185668974263,0.13575430331959804,0.13885931927064987,-0.00825157048268832,-0.5889369453319035,0.9967612576176352,0
3489,499,4,-0.3599759602726062,-1,0,0,0.22439190183393817,-0.19458016928572147,-0.10669185668974263,-0.17323438959588366,0.20464620724774354,-0.00836901856338545,-0.5889369453319035,1.137665701448584,0
3490,499,5,-0.09991849501192442,-1,0,0,0.2813739415619153,-0.19161671427334923,-0.10669185668974263,-0.2117464547860232,0.2638139843761436,-0.008781387014785078,-0.5963093419653455,1.2785701452795328,0
3491,499,6,-0.1973677377018302,-1,0,0,0.34617363917940186,-0.06513645434530248,-0.10669185668974263,-0.23717333952545888,0.3254828759092028,-0.008556298548848795,-0.5963093419653455,1.4194745891104816,0
3492,499,7,-0.38570852122545696,-1,0,0,0.42597165822935373,0.3198163517618502,-0.10669185668974263,-0.1704091801803909,0.40503852500285403,-0.008549681755570084,-0.5963093419653455,1.5603790329414307,0
3493,500,1,-0.8589895532512527,0,0,0,-0.8157330032210045,0.12079071313093122,-0.10810824325158308,-0.24743331056066972,-0.7685146702014307,-0.005547293253597864,0.4358261867165221,-0.8349965121846997,0
3494,500,2,-0.8637968169021177,0,0,0,-0.8956757937133547,0.2206591470478754,-0.10095578982271555,-0.313453993743766,-0.8404153933899134,-0.004329166346662877,-0.09498637089129552,-0.6940920683537508,0
3495,500,3,-0.8083455443889223,0,0,0,-0.8335977992129567,0.5575447128543504,-0.10095578982271555,-0.20654212165222055,-0.7734411076651532,-0.0056317934141183815,-0.5373301688978102,-0.553187624522802,1
3496,500,4,-0.5140340452472625,0,0,0,-0.7647155469198378,-1.2655135416567977,-0.10095578982271555,-0.06795816506067624,-0.7049257312466132,-0.008603716839373244,0.31786784058145146,-0.4122831806918532,0
3497,500,5,-0.10192120872585111,0,0,0,-0.08182865312698034,0.47237501579877256,-0.07367754189528249,-0.16892222785644728,-0.1288609771553339,-0.007330191294506166,0.7012324655204308,-0.27137873686090436,1
3498,500,6,-0.06718798221230049,0,0,0,-0.15030554538138388,0.6066195278592345,-0.056195878067316116,1.722629823432217,-0.19037828599720152,-0.008555732720264681,0.9813835375912233,-0.1304742930299555,0
3499,500,7,0.12336416230868266,0,0,0,-0.5936825648704671,-0.11142562163855671,-0.003168164437638329,-0.34512607824376484,-0.5836090507297146,-0.00829209679554069,0.5021777564174994,0.010430150800993335,0
