,股票编号,年份（年末）,交易日平均价
62747,747,7,23.39451915041371
62759,748,1,11.910309586000004
62771,748,2,11.910309586000004
62783,748,3,11.910309586000004
62795,748,4,11.910309586000002
62807,748,5,11.910309586000002
62819,748,6,33.38420245939522
62831,748,7,20.02075957308
62843,749,1,34.900519068179555
62855,749,2,39.403821417194344
62867,749,3,62.521318095330905
62879,749,4,55.648958828063826
62891,749,5,69.22532589087842
62903,749,6,66.16205811800783
62915,749,7,95.09642203402669
62927,750,1,9.802780348370181
62939,750,2,6.166400313606002
62951,750,3,6.186937883643636
62963,750,4,10.99878073863587
62975,750,5,8.370695124719566
62987,750,6,8.867183886617456
62999,750,7,10.200101560904002
63011,751,1,3.995375385890909
63023,751,2,4.784408085232143
63035,751,3,4.596814145685001
63047,751,4,10.232912722932085
63059,751,5,15.357156111044258
63071,751,6,8.113243610481362
63083,751,7,6.597489357209905
63095,752,1,4.755
63107,752,2,3.8819047619047624
63119,752,3,5.251818181818183
63131,752,4,5.379999999999998
63143,752,5,14.36565217391304
63155,752,6,9.405454545454544
63167,752,7,6.646666666666667
63179,753,1,5.582925220422997
63191,753,2,5.5829252204229975
63203,753,3,5.582925220422997
63215,753,4,5.582925220422997
63227,753,5,5.582925220422997
63239,753,6,5.582925220422997
63251,753,7,20.926654501774994
63263,754,1,3.085288385023
63275,754,2,3.891380287341857
63287,754,3,7.210340033582636
63299,754,4,9.222418296393128
63311,754,5,12.880064809131829
63323,754,6,11.180724895408362
63335,754,7,8.738322029509334
63347,755,1,2.8868923106640008
63359,755,2,1.9207954223022858
63371,755,3,4.020618358405091
63383,755,4,8.202372214770868
63395,755,5,28.262974527399127
63407,755,6,19.708938624081274
63419,755,7,17.984761904761903
63431,756,1,7.015454545454545
63443,756,2,4.942380952380952
63455,756,3,3.681363636363636
63467,756,4,5.420434782608695
63479,756,5,5.070869565217391
63491,756,6,4.492272727272727
63503,756,7,8.090000000000002
63515,757,1,7.775948283999998
63527,757,2,6.3807432879767605
63539,757,3,9.800828676216456
63551,757,4,17.606264836908
63563,757,5,46.90888771822431
63575,757,6,30.100093049310818
63587,757,7,21.912459266600994
63599,758,1,3.8369028662399995
63611,758,2,4.490861914451429
63623,758,3,4.782678658880045
63635,758,4,6.234536731824262
63647,758,5,9.261170023019131
63659,758,6,10.045303050610912
63671,758,7,8.348344468781905
63683,759,1,3.7839136444200006
63695,759,2,2.820702625017143
63707,759,3,5.307011091891001
63719,759,4,5.847789545793913
63731,759,5,12.15426177283109
63743,759,6,11.638908113912043
63755,759,7,8.847307272818998
63767,760,1,5.532549278017363
63779,760,2,4.560628141404
63791,760,3,6.261999472676863
63803,760,4,9.155664427019001
63815,760,5,13.486211232218263
63827,760,6,12.47042619419741
63839,760,7,8.582800568518858
63851,761,1,11.297580032700004
63863,761,2,11.297580032700004
63875,761,3,11.297580032700004
63887,761,4,11.297580032700004
63899,761,5,11.297580032700004
63911,761,6,11.297580032700004
63923,761,7,16.128058018191425
63935,762,1,42.95086772631202
63947,762,2,42.95086772631201
63959,762,3,42.95086772631202
63971,762,4,42.95086772631202
63983,762,5,42.95086772631202
63995,762,6,42.95086772631202
64007,762,7,85.16239281697885
64019,763,1,4.375
64031,763,2,3.696666666666667
64043,763,3,3.3886363636363637
64055,763,4,5.752173913043479
64067,763,5,6.747826086956523
64079,763,6,8.148636363636365
64091,763,7,6.778095238095238
64103,764,1,14.428515477346004
64115,764,2,14.428515477346004
64127,764,3,14.428515477346004
64139,764,4,14.428515477346005
64151,764,5,14.428515477346005
64163,764,6,14.428515477346004
64175,764,7,25.488275266214764
64187,765,1,7.596245570760003
64199,765,2,5.515978176811715
64211,765,3,8.762300240460275
64223,765,4,11.823855495238003
64235,765,5,17.699999999999992
64247,765,6,17.778181818181817
64259,765,7,12.62
64271,766,1,24.070095565227636
64283,766,2,31.02314256587124
64295,766,3,14.198469562730226
64307,766,4,14.694584352625439
64319,766,5,17.00770379312413
64331,766,6,20.22894714161954
64343,766,7,27.272240454226285
64355,767,1,2.390669307201818
64367,767,2,1.6633359930107139
64379,767,3,1.9469689426274088
64391,767,4,5.819707538659565
64403,767,5,8.750388796701088
64415,767,6,10.152944972478952
64427,767,7,7.990373654950666
64439,768,1,13.429258235463685
64451,768,2,10.432163299184
64463,768,3,12.510755664695363
64475,768,4,11.392556371627565
64487,768,5,30.367240031203686
64499,768,6,17.84186966235391
64511,768,7,10.76118088174143
64523,769,1,14.075621816802004
64535,769,2,14.075621816802002
64547,769,3,14.075621816802004
64559,769,4,14.075621816802004
64571,769,5,14.075621816802004
64583,769,6,14.075621816802004
64595,769,7,16.61850034392105
64607,770,1,5.757483179309637
64619,770,2,3.834448298316
64631,770,3,4.8033548463603175
64643,770,4,6.164435243506435
64655,770,5,9.286076277837394
64667,770,6,10.640114687807182
64679,770,7,10.182985529160476
64691,771,1,12.478878057337822
64703,771,2,10.049249853942095
64715,771,3,7.512823367677637
64727,771,4,12.16122894857348
64739,771,5,14.222670321091782
64751,771,6,14.259471467082955
64763,771,7,12.762452656737572
64775,772,1,12.30593899204909
64787,772,2,13.531294548336668
64799,772,3,17.61377924297318
64811,772,4,21.142265176162176
64823,772,5,19.20850914664122
64835,772,6,18.29415483692673
64847,772,7,17.17321242585714
64859,773,1,8.165633962500003
64871,773,2,8.165633962500001
64883,773,3,8.165633962500003
64895,773,4,8.165633962500003
64907,773,5,8.165633962500003
64919,773,6,30.68848350001682
64931,773,7,14.178901690655003
64943,774,1,3.1945581558032727
64955,774,2,3.012148798038
64967,774,3,2.673233081999182
64979,774,4,7.436375884354176
64991,774,5,7.049687585575305
65003,774,6,5.41839629396809
65015,774,7,7.219373515136094
65027,775,1,8.816837675847003
65039,775,2,8.816837675847003
65051,775,3,8.816837675847003
65063,775,4,8.816837675847003
65075,775,5,8.816837675847003
65087,775,6,8.941329781977545
65099,775,7,11.385399656009094
65111,776,1,4.280632224460908
65123,776,2,4.2724017795142855
65135,776,3,4.179780041741818
65147,776,4,6.865846858378869
65159,776,5,12.176413658713216
65171,776,6,13.162175383415455
65183,776,7,7.290123247673096
65195,777,1,9.399801168903636
65207,777,2,6.149766727840475
65219,777,3,5.696524699776545
65231,777,4,9.993337126925217
65243,777,5,17.46601706940104
65255,777,6,14.108163498954008
65267,777,7,10.138188340297335
65279,778,1,5.217727272727273
65291,778,2,3.99952380952381
65303,778,3,6.180000000000001
65315,778,4,9.708260869565219
65327,778,5,13.924782608695654
65339,778,6,10.005454545454542
65351,778,7,5.4695238095238095
65363,779,1,15.945055750259998
65375,779,2,11.617606434479525
65387,779,3,16.1668221728315
65399,779,4,13.399798215014387
65411,779,5,14.747619749720002
65423,779,6,22.825293294452997
65435,779,7,27.720103647037142
65447,780,1,5.655717986373002
65459,780,2,8.797658255243
65471,780,3,16.15722305247527
65483,780,4,13.56375820348513
65495,780,5,17.744663013643823
65507,780,6,12.323274551777452
65519,780,7,15.890769596143333
65531,781,1,10.388262225842995
65543,781,2,10.388262225842997
65555,781,3,10.388262225842995
65567,781,4,10.388262225842995
65579,781,5,10.388262225842995
65591,781,6,10.388262225842995
65603,781,7,14.963139295171572
65615,782,1,9.564818580430908
65627,782,2,8.43285888102881
65639,782,3,8.329203545050726
65651,782,4,15.061925024668868
65663,782,5,19.00047902058352
65675,782,6,19.729610889858915
65687,782,7,10.567619047619049
65699,783,1,2.0123956812950916
65711,783,2,2.1147817745082853
65723,783,3,2.124642017183637
65735,783,4,3.4751376179958697
65747,783,5,3.661982173704913
65759,783,6,3.5655777638113637
65771,783,7,3.7668284810618577
65783,784,1,8.143066918524
65795,784,2,8.143066918524
65807,784,3,8.143066918524
65819,784,4,8.143066918524
65831,784,5,19.07560335727252
65843,784,6,18.356703843263862
65855,784,7,15.479929706775428
65867,785,1,11.013314945573997
65879,785,2,8.909911345848142
65891,785,3,9.084711849923456
65903,785,4,30.609099476619214
65915,785,5,84.712952942315
65927,785,6,44.693013380072905
65939,785,7,23.127142857142854
65951,786,1,10.036366988568362
65963,786,2,7.3582948709925695
65975,786,3,7.913290128687273
65987,786,4,13.746735170751126
65999,786,5,20.30829139585113
66011,786,6,12.788636363636364
66023,786,7,12.71714285714286
66035,787,1,4.122031947741818
66047,787,2,2.656149247295714
66059,787,3,4.626227329399544
66071,787,4,9.99695227349009
66083,787,5,18.986202923167994
66095,787,6,16.522568139387406
66107,787,7,10.453135824514472
66119,788,1,6.416014353540726
66131,788,2,3.6854688226491428
66143,788,3,6.802816264882182
66155,788,4,9.094330233555128
66167,788,5,12.190835386287997
66179,788,6,11.253078818111995
66191,788,7,9.405118812942478
66203,789,1,14.934007052961455
66215,789,2,11.728106539201715
66227,789,3,14.75266663777582
66239,789,4,23.077201546880993
66251,789,5,46.25517613241991
66263,789,6,28.211621435435998
66275,789,7,28.898119310008
66287,790,1,7.568636363636363
66299,790,2,8.190952380952382
66311,790,3,9.638181818181819
66323,790,4,12.333478260869565
66335,790,5,21.91347826086957
66347,790,6,35.49409090909092
66359,790,7,13.596666666666668
66371,791,1,2.648164355802
66383,791,2,1.736135542188
66395,791,3,2.3195696109373634
66407,791,4,3.539864284314001
66419,791,5,7.8005490983706105
66431,791,6,7.456217821103545
66443,791,7,5.009960576354905
66455,792,1,7.930354611004
66467,792,2,7.930354611004
66479,792,3,7.930354611004
66491,792,4,7.930354611003999
66503,792,5,7.930354611003999
66515,792,6,7.930354611004
66527,792,7,19.48685372606057
66539,793,1,5.544861497230546
66551,793,2,9.494240174429907
66563,793,3,8.112638199477272
66575,793,4,7.9175374256249995
66587,793,5,9.138191660706523
66599,793,6,14.347033736420455
66611,793,7,31.007590144136664
66623,794,1,2.486405786218364
66635,794,2,2.987763739223095
66647,794,3,4.909188396742546
66659,794,4,6.791582498592046
66671,794,5,34.40874560954399
66683,794,6,9.035181034887998
66695,794,7,5.30947018104643
66707,795,1,5.659722901251862
66719,795,2,7.0390798705004265
66731,795,3,9.258158420277498
66743,795,4,11.882791038115132
66755,795,5,10.718084831243477
66767,795,6,13.641688413284003
66779,795,7,12.276342561898142
66791,796,1,5.40334593029
66803,796,2,5.40334593029
66815,796,3,5.40334593029
66827,796,4,9.907752167542174
66839,796,5,12.87927655609996
66851,796,6,13.758655584075502
66863,796,7,8.470515693672189
66875,797,1,23.77814870006754
66887,797,2,29.313571360758903
66899,797,3,40.134388595952004
66911,797,4,46.08728364822901
66923,797,5,64.51961619096004
66935,797,6,67.04217641337237
66947,797,7,57.67775800142156
66959,798,1,11.155411484337007
66971,798,2,11.155411484337005
66983,798,3,11.155411484337007
66995,798,4,11.155411484337005
67007,798,5,11.155411484337005
67019,798,6,11.155411484337007
67031,798,7,47.25653916999229
67043,799,1,8.106495819208865
67055,799,2,6.846117448729522
67067,799,3,6.750305008490181
67079,799,4,8.777413457000867
67091,799,5,12.64986957297465
67103,799,6,11.355460677648319
67115,799,7,7.145954987461905
67127,800,1,8.947715802592
67139,800,2,8.947715802592
67151,800,3,8.947715802592
67163,800,4,8.947715802592
67175,800,5,18.50104474302678
67187,800,6,17.68927622051986
67199,800,7,23.768945373293718
67211,801,1,3.8860158241630014
67223,801,2,3.8860158241630014
67235,801,3,3.8860158241630014
67247,801,4,3.886015824163001
67259,801,5,3.886015824163001
67271,801,6,3.8860158241630014
67283,801,7,13.488678033036384
67295,802,1,6.893573288659045
67307,802,2,4.436211578836382
67319,802,3,4.267325357827364
67331,802,4,6.265810043830174
67343,802,5,13.669124277158781
67355,802,6,8.655755055610861
67367,802,7,6.460476190476191
67379,803,1,4.378860287649001
67391,803,2,4.378860287649
67403,803,3,4.378860287649001
67415,803,4,4.378860287649001
67427,803,5,4.378860287649001
67439,803,6,4.378860287649001
67451,803,7,6.845771502835284
67463,804,1,3.0964447734300005
67475,804,2,3.0964447734300005
67487,804,3,3.0964447734300005
67499,804,4,5.008162850938958
67511,804,5,6.930102776862696
67523,804,6,7.444217782369453
67535,804,7,8.380537784709238
67547,805,1,4.4604327111224995
67559,805,2,3.3163009155797143
67571,805,3,3.5701624997811368
67583,805,4,5.861377974035479
67595,805,5,8.634670844960697
67607,805,6,9.871317172811365
67619,805,7,6.443113551664332
67631,806,1,5.654150886967999
67643,806,2,4.7693248102993335
67655,806,3,5.590470957380362
67667,806,4,10.337088283173921
67679,806,5,16.6120529243127
67691,806,6,16.713636363636365
67703,806,7,10.331904761904761
67715,807,1,12.682030899901998
67727,807,2,10.380029413710714
67739,807,3,12.77605970951227
67751,807,4,24.10168460727313
67763,807,5,22.11312459960087
67775,807,6,22.885728947083635
67787,807,7,21.60235716310571
67799,808,1,6.916030505595001
67811,808,2,6.9160305055950015
67823,808,3,6.916030505595001
67835,808,4,6.916030505595001
67847,808,5,6.916030505595001
67859,808,6,6.916030505595001
67871,808,7,44.932601169679984
67883,809,1,7.924102175007999
67895,809,2,7.924102175007999
67907,809,3,7.924102175007999
67919,809,4,7.924102175007998
67931,809,5,7.924102175007998
67943,809,6,7.924102175007999
67955,809,7,33.152579601479616
67967,810,1,4.516333429065001
67979,810,2,3.451302306675762
67991,810,3,4.313797542947455
68003,810,4,6.442897765069436
68015,810,5,6.534030417060175
68027,810,6,12.285107227936637
68039,810,7,6.701229932915572
68051,811,1,12.79732413318532
68063,811,2,9.742419393277569
68075,811,3,12.492658881885639
68087,811,4,15.896086183244568
68099,811,5,20.706825024102173
68111,811,6,19.356026452542633
68123,811,7,20.274891431615238
68135,812,1,4.724177461725091
68147,812,2,4.640476190476191
68159,812,3,3.9436363636363634
68171,812,4,5.674347826086955
68183,812,5,9.56304347826087
68195,812,6,9.290000000000001
68207,812,7,10.72
68219,813,1,6.480670286096998
68231,813,2,6.480670286096998
68243,813,3,6.480670286096998
68255,813,4,6.480670286096998
68267,813,5,18.108415827273134
68279,813,6,21.412050015391728
68291,813,7,15.329634273107139
68303,814,1,3.7680383245670908
68315,814,2,2.1269577462159996
68327,814,3,3.0590316555221815
68339,814,4,5.76076844341174
68351,814,5,11.570450188048781
68363,814,6,10.943165098760455
68375,814,7,8.185238095238095
68387,815,1,17.297982454385004
68399,815,2,17.297982454385004
68411,815,3,17.297982454385004
68423,815,4,44.616758747082834
68435,815,5,44.99326086956522
68447,815,6,27.124999999999996
68459,815,7,19.227619047619047
68471,816,1,17.640229062697866
68483,816,2,9.750809418995429
68495,816,3,7.637528897242228
68507,816,4,9.172282235705737
68519,816,5,13.223178843436521
68531,816,6,11.454751751383998
68543,816,7,9.647279028708951
68555,817,1,2.768568994800909
68567,817,2,1.7906920087922862
68579,817,3,1.7631175998947273
68591,817,4,2.806540940021739
68603,817,5,5.5299057760930435
68615,817,6,6.480279851535001
68627,817,7,5.443913333077334
68639,818,1,3.5043601860025912
68651,818,2,2.603259611823
68663,818,3,2.9720534843007274
68675,818,4,4.533423108642827
68687,818,5,6.798584959547999
68699,818,6,6.3052758845203645
68711,818,7,5.930591415795714
68723,819,1,4.868886803727274
68735,819,2,3.8723840230449516
68747,819,3,5.332329343885092
68759,819,4,8.270188868445564
68771,819,5,30.812735722397385
68783,819,6,21.529639151856003
68795,819,7,15.862830733329712
68807,820,1,18.92699494532799
68819,820,2,18.926994945327994
68831,820,3,18.92699494532799
68843,820,4,18.92699494532799
68855,820,5,18.92699494532799
68867,820,6,18.92699494532799
68879,820,7,39.45414692618591
68891,821,1,3.890710385513454
68903,821,2,3.67350897033943
68915,821,3,2.2037952069458178
68927,821,4,3.4395652173913045
68939,821,5,3.4813043478260868
68951,821,6,2.599545454545455
68963,821,7,3.07
68975,822,1,12.811930821271995
68987,822,2,12.811930821271996
68999,822,3,12.811930821271995
69011,822,4,12.811930821271995
69023,822,5,12.811930821271995
69035,822,6,54.78869459073537
69047,822,7,22.588939426479428
69059,823,1,9.419621213874997
69071,823,2,9.419621213874999
69083,823,3,9.419621213874997
69095,823,4,9.419621213874997
69107,823,5,9.419621213874997
69119,823,6,22.22014856149777
69131,823,7,12.570509680672947
69143,824,1,5.763265906551997
69155,824,2,5.7632659065519976
69167,824,3,5.763265906551997
69179,824,4,5.763265906551997
69191,824,5,5.763265906551997
69203,824,6,10.373198198982909
69215,824,7,6.810564518624522
69227,825,1,9.378635151963003
69239,825,2,9.378635151963001
69251,825,3,9.378635151963003
69263,825,4,9.378635151963003
69275,825,5,9.378635151963003
69287,825,6,28.039003435232996
69299,825,7,16.86406862359791
69311,826,1,10.473675391725003
69323,826,2,9.265598552261714
69335,826,3,20.682357610657277
69347,826,4,31.423506465164568
69359,826,5,94.41899851656132
69371,826,6,30.929368929522408
69383,826,7,25.688072366277858
69395,827,1,6.6465020550500045
69407,827,2,6.6465020550500045
69419,827,3,6.6465020550500045
69431,827,4,18.76760985488261
69443,827,5,28.983154732869
69455,827,6,22.640335832311912
69467,827,7,14.676162285787571
69479,828,1,3.396292408050364
69491,828,2,3.292622547664572
69503,828,3,4.712954102477272
