,股票编号,年份（年末）,每股资本公积(元/股),每股未分配利润(元/股),每股资本公积(元/股)+每股未分配利润(元/股),每股现金流量净额(元/股),实收资本(或股本),每股收益(期末摊薄，元/股),每股净资产(元/股),营业总收入同必增长(%),近两年送转比例,上市时间
1289,185,2,1.2759,0.3332,1.6091,0.7182,270000000.0,0.1762,2.655,35.0831,0.0,1
1290,185,3,1.3016,0.4205,1.7221000000000002,-0.4931,272680000.0,0.1008,2.7778,42.0335,0.015,2
1291,185,4,1.2708,0.5588,1.8296,-0.2473,271785000.0,0.1864,2.8983,13.3205,0.625,3
1292,185,5,0.6528,0.3478,1.0006,0.1747,690363969.0,0.1461,2.0379,53.9888,0.615,4
1293,185,6,1.4401,0.2157,1.6558,0.2386,790108769.0,-0.0794,2.6904,12.9771,0.005,5
1294,185,7,1.4442,0.2616,1.7058,-0.0333,790108769.0,0.0459,2.7408,9.2218,0.0,6
1295,186,1,4.176,1.9431,6.1191,1.0641,560000000.0,0.6077,7.3421,11.1984,0.2,1
1296,186,2,4.176,2.5269,6.7029,1.1059999999999999,560000000.0,0.8545,7.9994,55.9951,0.73,2
1297,186,3,1.588,1.3703,2.9583000000000004,-0.6536,1120000000.0,0.2597,4.1552,32.4038,0.67,3
1298,186,4,1.8742,1.4627,3.3369,0.4563,1154050000.0,0.2399,4.5403,33.6264,0.08,4
1299,186,5,2.3333,1.6431,3.9764,0.8718,1154050000.0,0.2708,5.1642,1.5864,0.09,5
1300,186,6,2.5608,1.8312,4.3919999999999995,0.7464,1154050000.0,0.3046,5.7899,-5.6757,0.1,6
1301,186,7,2.6346,2.1122,4.7468,-1.1884,1154050000.0,0.4042,5.9725,0.3739,0.2,7
1302,187,1,,,0.0,,,,,,0.0,-5
1303,187,2,,,0.0,,,,,,0.0,-4
1304,187,3,,,0.0,,90000000.0,,,,0.0,-3
1305,187,4,,,0.0,,90000000.0,,,4.6358,0.0,-2
1306,187,5,,,0.0,,90000000.0,,,11.1425,0.0,-1
1307,187,6,0.987,4.978,5.965,1.3204,90000000.0,1.625,7.4713,0.9094,0.1,0
1308,187,7,6.1409,5.8734,12.0143,0.2677,120000000.0,2.3836,13.4559,54.982,0.44999999999999996,1
1309,188,1,0.1332,0.8872,1.0204,0.0177,461496880.0,0.1839,2.0408,-23.6113,0.0,8
1310,188,2,0.1332,1.2558,1.389,0.3543,461496880.0,0.3686,2.4094,12.3766,0.275,9
1311,188,3,0.0952,1.3161,1.4113,1.7542,646095632.0,0.8582,2.472,57.5452,0.315,10
1312,188,4,0.0952,1.1492,1.2444,-0.7539,646095632.0,0.0228,2.4148,-56.7249,0.09,11
1313,188,5,0.0637,0.8967,0.9604,-0.2426,809095632.0,0.079,2.0964,220.3915,0.05,12
1314,188,6,0.0637,0.9769,1.0406,1.6484,809095632.0,0.1157,2.2122,6.2221,0.19,13
1315,188,7,0.1628,1.6216,1.7844,-0.2699,809095632.0,1.1284,3.0596,116.7023,0.55,14
1316,189,1,5.2814,1.4596,6.741,-0.9779,205753600.0,0.5514,8.0085,32.5265,0.3,2
1317,189,2,5.2814,1.8581,7.1395,-1.2162,205753600.0,0.7753,8.4838,26.939,0.3,3
1318,189,3,5.4516,2.3507,7.8023,-0.7044,210203600.0,0.9159999999999999,9.2297,23.4344,0.55,4
1319,189,4,3.3678,2.0566,5.4244,-0.3987,315306637.0,0.7427,7.0545,15.3195,0.55,5
1320,189,5,4.5403,2.1008,6.6411,-0.0439,362138180.0,0.6559999999999999,7.9343,0.6539,0.3011065,6
1321,189,6,4.5338,2.2345,6.7683,0.6206,359486180.0,0.4524,8.1431,0.6597,0.3011065,7
1322,189,7,4.5338,2.5185,7.052300000000001,-0.6573,359486180.0,0.634,8.4771,22.5054,0.3,8
1323,190,1,1.6712,1.4226,3.0938,-0.4121,213009774.0,0.2714,4.4534,22.511999999999997,0.12,15
1324,190,2,1.6712,1.5569,3.2281,-0.4562,213009774.0,0.284,4.6174,11.5702,0.12,16
1325,190,3,1.6712,1.7072,3.3784,0.3366,213009774.0,0.3018,4.7992,15.9439,0.51,17
1326,190,4,0.6507,0.8953,1.5459999999999998,-0.3351,383417593.0,0.1876,2.7983,10.5193,0.47500000000000003,18
1327,190,5,0.6507,1.0465,1.6972,0.1936,383417593.0,0.226,2.9745,-0.5541,0.055,19
1328,190,6,0.6507,1.2395,1.8902,0.068,383417593.0,0.275,3.3256,-6.5471,0.07,20
1329,190,7,0.6507,1.2619,1.9125999999999999,-0.1165,383417593.0,0.1162,3.3326,-9.646,0.06,21
1330,191,1,,,0.0,,,,,,0.0,-5
1331,191,2,,,0.0,,,,,,0.0,-4
1332,191,3,,,0.0,,593396386.4,,2.82,,0.0,-3
1333,191,4,,,0.0,,600000000.0,,3.04,15.5459,0.0,-2
1334,191,5,,,0.0,,600000000.0,,,12.9674,0.0,-1
1335,191,6,,,0.0,,600000000.0,,4.406000000000001,26.5823,0.0,0
1336,191,7,3.3866,3.5863,6.9729,0.6473,670000000.0,2.2641,8.0829,51.9043,0.2205,1
1337,192,1,,,0.0,,,,,,0.0,-4
1338,192,2,,,0.0,,,,,,0.0,-3
1339,192,3,,,0.0,,71580000.0,,,,0.0,-2
1340,192,4,,,0.0,,71580000.0,,,12.9729,0.0,-1
1341,192,5,,,0.0,,71580000.0,,,-4.4504,0.0,0
1342,192,6,1.9981,3.053,5.0511,-0.0684,95560000.0,0.5042,6.6068,15.0331,0.025,1
1343,192,7,1.9981,3.4336,5.4317,0.4912,95560000.0,0.4847,7.0661,14.2468,0.125,2
1344,193,1,1.1482,0.157,1.3052000000000001,0.3832,180000000.0,0.768,1.16,,0.0,-3
1345,193,2,1.1482,0.5134,1.6616,0.0354,180000000.0,0.8073,2.7605,10.7997,0.0,-2
1346,193,3,1.1482,1.4369999999999998,2.5852,-0.3194,180000000.0,1.0222,3.7827,44.3624,0.0,-1
1347,193,4,0.0741,0.9470000000000001,1.0211000000000001,-0.0729,360000000.0,0.5601,2.1702,35.6329,0.075,0
1348,193,5,0.9665,1.0397,2.0062,0.4737,420000000.0,0.4199,3.1752,2.9621,0.14,1
1349,193,6,0.9665,1.4444,2.4109,-0.0493,420000000.0,0.5946,3.6393,39.8294,0.435,2
1350,193,7,0.311,1.2202,1.5312,0.2838,630000000.0,0.4648,2.7351,29.7893,0.51,3
1351,194,1,0.9615,1.0097,1.9712,2.3226,90000000.0,0.9281,3.05,,0.0,-2
1352,194,2,0.9615,2.0706,3.0321000000000002,2.0129,90000000.0,1.1595,4.2065,30.4201,0.0,-1
1353,194,3,0.9615,3.3074,4.2689,0.9152,90000000.0,1.6602,5.5667,27.8184,0.0,0
1354,194,4,5.2789,3.5987,8.877600000000001,1.9902,112500000.0,1.5093,10.2724,24.3535,0.155,1
1355,194,5,5.2789,4.9753,10.2542,-1.4244,112500000.0,1.8523,11.8147,15.0709,0.45499999999999996,2
1356,194,6,15.3799,5.3798,20.7597,7.2144,142348044.0,2.2551,22.41,16.1615,0.8,3
1357,194,7,11.5999,5.5802,17.1801,-3.478,185052458.0,2.169,18.869,24.9701,1.03,4
1358,195,1,9.7372,1.7882,11.5254,4.6592,160000000.0,1.3588,12.8319,35.0066,0.9,1
1359,195,2,7.2594,1.9266,9.186,4.0509,208000000.0,1.1218,10.5306,26.6608,0.7,2
1360,195,3,7.2594,2.576,9.8354,-2.5775,208000000.0,1.2806,11.3265,24.2454,0.7376905,3
1361,195,4,4.7436,2.3105,7.0541,0.1917,317417830.0,1.0567,8.2023,23.2659,1.2376905,4
1362,195,5,1.8725,1.4578,3.3303000000000003,-0.7427,634773177.0,0.6092,4.5226,23.585,0.9,5
1363,195,6,1.8297,1.4956,3.3253000000000004,-0.2455,634564900.0,0.3696,4.6063,-14.6391,0.2,6
1364,195,7,1.8034,1.5805,3.3838999999999997,-0.3127,628337040.0,0.1959,4.7568,29.9015,0.08,7
1365,196,1,4.0294,1.7561,5.7855,2.8536,81750000.0,0.5685,6.9823,5.4588,0.3,1
1366,196,2,4.0294,1.6682,5.6975999999999996,-1.1299,81750000.0,0.2357,6.9145,18.3102,0.4,2
1367,196,3,2.3529,1.2309,3.5838,-0.111,122625000.0,0.1322,4.7481,8.0421,0.85,3
1368,196,4,0.9794,0.5572,1.5366,-0.1084,258609591.0,0.0751,2.5973,7.1967,0.61,4
1369,196,5,3.0619,0.5237,3.5856000000000003,0.4686,359095180.0,0.1204,4.2995,51.0692,0.525,5
1370,196,6,1.6705,0.3135,1.984,0.0729,804698313.0,0.1064,2.8921,39.7665,0.53,6
1371,196,7,1.6737,0.2622,1.9359,-0.0478,804542313.0,0.0842,2.9252,103.0414,0.03,7
1372,197,1,1.1861,0.2454,1.4315,-0.1244,142122609.0,0.2762,2.6252,151.7138,0.0,17
1373,197,2,5.1683,9.5671,14.7354,1.814,832149558.0,3.8677,22.1883,312.737,0.0,18
1374,197,3,0.8803,2.265,3.1453,-0.0917,832149558.0,0.6975,4.4871,-11.5547,0.25866100000000003,19
1375,197,4,1.8369,1.9081,3.745,-0.1095,832149558.0,0.721,5.1029,15.1768,0.29466100000000006,20
1376,197,5,2.9075,2.0102,4.9177,0.9909,954045720.0,0.4133,6.2473,-28.7336,0.067,21
1377,197,6,2.8783,2.4116,5.289899999999999,-0.1316,954045720.0,0.4735,6.6373,-1.9703,0.2505,22
1378,197,7,2.3931,2.1746,4.5677,-0.24600000000000002,1240259436.0,0.4798,5.23,23.9334,0.277,23
1379,198,1,0.012,1.2993,1.3113,-0.3058,666949797.0,0.0741,2.5794,52.9437,0.0,15
1380,198,2,-0.1107,1.1597,1.049,0.5521,666949797.0,0.4217,2.342,128.14,0.075,16
1381,198,3,0.0,1.6135,1.6135,-0.4502,666949797.0,0.6178,2.9278,33.1547,0.22499999999999998,17
1382,198,4,0.0,2.0035,2.0035,0.1594,666949797.0,0.716,3.4701,28.5407,0.175,18
1383,198,5,1.3379,2.2893,3.6272,0.8461,721316774.0,0.5207,4.9963,-23.7846,0.07500000000000001,19
1384,198,6,1.347,2.7495,4.0965,-0.5194,721316774.0,0.5904,5.522,172.6426,0.15000000000000002,20
1385,198,7,1.4853,3.1215,4.6068,0.308,721316774.0,0.5819,5.9676,54.1281,0.275,21
1386,199,1,1.3201,-1.0227,0.2974000000000001,-0.2403,154700000.0,0.0305,1.3288,33.7344,0.0,16
1387,199,2,1.3524,-0.9904,0.3620000000000001,4.2243,154700000.0,0.0323,1.3934,-87.6896,0.5,17
1388,199,3,0.2195,-0.5341,-0.3146,-0.1225,309400000.0,-0.0389,0.7011,104.935,0.5,18
1389,199,4,0.2607,-0.5243,-0.2636,3.5199,309400000.0,0.0098,0.7521,94.1025,0.0,19
1390,199,5,0.2904,-0.6387,-0.34830000000000005,-2.9648,309400000.0,-0.1144,0.6674,23.9884,0.0,20
1391,199,6,0.3037,-0.6049,-0.30119999999999997,-2.6482,309400000.0,0.0337,0.7144,-34.7882,0.0,21
1392,199,7,0.3881,-0.5527,-0.16459999999999997,-0.0693,309400000.0,0.0522,0.8516,-17.7382,0.0,22
1393,200,1,4.3268,1.1367,5.463500000000001,-1.4369,156900000.0,0.5179,6.6351,68.8316,0.3,2
1394,200,2,3.9969,1.4174,5.4143,-1.3406,156900000.0,0.6356,6.6409,59.3234,0.75,3
1395,200,3,1.5383,0.9515,2.4898,-0.0297,315688300.0,0.387,3.6430000000000002,53.8247,0.6174895,4
1396,200,4,1.588,1.0848,2.6728,-0.036000000000000004,319221700.0,0.1917,3.8376,15.9886,0.02738,5
1397,200,5,1.6387,1.2306,2.8693,0.1697,323541800.0,0.1949,4.0467,41.2904,0.019889,6
1398,200,6,2.9471,1.4021,4.3492,-0.3691,357955482.0,0.321,5.5227,46.0216,0.027509500000000003,7
1399,200,7,4.3144,1.5954,5.9098,0.4614,399737270.0,0.3901,7.0775,21.0291,0.0375435,8
1400,201,1,,,0.0,,,,,,0.0,-5
1401,201,2,,,0.0,,,,,,0.0,-4
1402,201,3,,,0.0,,,,,,0.0,-3
1403,201,4,,,0.0,,52000000.0,,4.63,,0.0,-2
1404,201,5,,,0.0,,52000000.0,,,36.7919,0.0,-1
1405,201,6,,,0.0,,52000000.0,,7.5208,-0.1058,0.0,0
1406,201,7,8.6601,3.23,11.8901,-0.2978,69340000.0,1.5943,13.4509,24.0019,0.8,1
1407,202,1,1.0416,1.4947,2.5362999999999998,-1.0318,391560000.0,0.3559,4.2072,3.3381,0.25,4
1408,202,2,1.0416,1.3429,2.3845,-0.1474,391560000.0,0.1135,4.0705,-0.6164,0.275,5
1409,202,3,0.653,1.1831,1.8361,0.1989,509028000.0,0.1656,3.3789999999999996,15.6297,0.15,6
1410,202,4,0.6545,1.4525,2.1069999999999998,0.0825,509028000.0,0.2971,3.6775,0.3386,0.13,7
1411,202,5,0.3788,1.3017,1.6805,-0.0902,610833600.0,0.1558,3.1703,-9.9977,0.13,8
1412,202,6,0.3791,1.3867,1.7658,0.5072,610833600.0,0.0963,3.2671,-1.1057,0.05,9
1413,202,7,0.3721,1.4345,1.8066,0.5323,610833600.0,0.1638,3.3237,-1.6388,0.07500000000000001,10
1414,203,1,,,0.0,,,,,,0.0,-4
1415,203,2,,,0.0,,,,,,0.0,-3
1416,203,3,,,0.0,,90260000.0,,,,0.0,-2
1417,203,4,,,0.0,,90260000.0,,,6.2493,0.0,-1
1418,203,5,,,0.0,,90260000.0,,,-4.0663,0.0,0
1419,203,6,1.6427,2.612,4.2547,1.4679,120350000.0,0.4117,5.5566,7.8488,0.0625,1
1420,203,7,1.6427,2.8582,4.5009,-0.4776,120350000.0,0.4101,5.8417,9.9735,0.275,2
1421,204,1,,,0.0,,,,,,0.0,-5
1422,204,2,,,0.0,,,,,,0.0,-4
1423,204,3,,,0.0,,,,,,0.0,-3
1424,204,4,,,0.0,,33025900.0,,3.33,,0.0,-2
1425,204,5,,,0.0,,60000000.0,,,8.5827,0.0,-1
1426,204,6,,,0.0,,60000000.0,,3.5705,11.8725,0.0,0
1427,204,7,2.5551,1.0108,3.5659,1.3572,80000000.0,0.5593,4.8142,9.8843,0.15,1
1428,205,1,2.4318,0.5779,3.0097,-1.1083,823429184.0,0.2374,4.1214,-49.8563,0.05,13
1429,205,2,2.4376,0.7523,3.1899,3.8475,823429184.0,0.265,4.3422,115.8694,0.065,14
1430,205,3,2.4006,1.0348,3.4353999999999996,-3.3982,823429184.0,0.3884,4.6136,735.5556,0.1,15
1431,205,4,2.2666,1.4282,3.6948,2.6235,823429184.0,0.5352,4.8949,33.2869,0.24,16
1432,205,5,1.7149,1.082,2.7969,-0.9632,1070457939.0,0.2603,4.0162,1.6577,0.18,17
1433,205,6,1.7955,1.291,3.0865,1.8880000000000001,1070457939.0,0.2281,4.3245,143.4564,0.307,18
1434,205,7,0.8636,0.9439,1.8075,0.5074,1605686909.0,0.1644,3.2891,47.301,0.332,19
1435,206,1,0.1063,0.2798,0.3861,-0.2229,756909905.0,0.0865,1.4187,16.0804,0.0,16
1436,206,2,0.1061,0.3051,0.4112,-0.0793,756909905.0,0.033,1.4514,3.6422,0.015,17
1437,206,3,0.1045,0.3675,0.472,0.0595,756909905.0,0.1132,1.5334,25.0175,0.03,18
1438,206,4,0.1045,0.4624,0.5669,-0.2412,756909905.0,0.1282,1.6315,10.9122,0.03,19
1439,206,5,0.1045,0.5711,0.6756000000000001,0.1917,756909905.0,0.1417,1.7433,31.581,0.065,20
1440,206,6,0.5923,1.2886,1.8809,0.872,789094836.0,0.8845,2.9962,64.8273,0.475,21
1441,206,7,0.0615,1.5741,1.6356000000000002,-0.0038,1183642254.0,0.9668,2.7364,-29.8867,0.5,22
1442,207,1,0.2448,-1.1933,-0.9485,0.0427,611271047.0,-0.107,0.125,6.4749,0.0,19
1443,207,2,0.251,-1.1557,-0.9047,0.0272,611271047.0,0.0357,0.1689,-39.0051,0.0,20
1444,207,3,0.221,-1.1506,-0.9296000000000001,0.0703,611271047.0,-0.0476,0.1444,26.5809,0.0,21
1445,207,4,0.221,-1.1143,-0.8933000000000001,-0.0306,611271047.0,0.0363,0.1807,-15.7059,0.0,22
1446,207,5,0.221,-1.1339,-0.9128999999999999,0.0565,611271047.0,-0.0328,0.1617,-13.5886,0.0,23
1447,207,6,0.221,-1.1023,-0.8813000000000001,-0.094,611271047.0,0.0317,0.1935,0.2811,0.0,24
1448,207,7,0.221,-1.1996,-0.9786,-0.095,611271047.0,-0.0974,0.0957,6.7629,0.0,25
1449,208,1,4.0577,1.5254,5.5831,2.8557,100000000.0,0.5215,6.6911,23.2589,1.2,1
1450,208,2,1.5299,0.8221,2.3520000000000003,-0.7595,200000000.0,0.1737,3.4201,12.139000000000001,0.64,2
1451,208,3,1.5294,0.795,2.3244000000000002,-0.5326,200000000.0,0.0602,3.4022,7.9408,0.0575,3
1452,208,4,1.5708,0.8615,2.4323,-0.3111,201620000.0,0.1178,3.5094,14.3071,0.5399999999999999,4
1453,208,5,0.327,0.4982,0.8251999999999999,0.0145,403240000.0,0.0997,1.8688,3.7721,0.5399999999999999,5
1454,208,6,0.3577,0.8125,1.1702,0.0227,402268000.0,0.3803,2.2476,25.4062,0.066995,6
1455,208,7,2.3675,0.9763,3.3438,0.1526,505688470.0,0.4322,4.4114,77.9487,0.109495,7
1456,209,1,1.1694,1.1151,2.2845,0.4034,66000000.0,1.0641,3.4084,13.8697,0.0,-2
1457,209,2,1.1694,2.4156,3.585,-0.0271,66000000.0,1.445,4.8534,45.5215,0.0,-1
1458,209,3,1.1694,4.2562,5.425599999999999,-0.0374,66000000.0,2.0451,6.8985,35.418,0.5,0
1459,209,4,2.366,3.3641,5.7301,1.0857,116798800.0,1.3434,7.1317,26.0891,1.15,1
1460,209,5,3.2471,1.8005,5.0476,-0.061,277723982.0,0.5523,5.4709,-3.0204,1.0025,2
1461,209,6,1.7931,1.2429999999999999,3.0361,-0.0456,446331171.0,0.26899999999999996,3.6927,0.022000000000000002,0.383,3
1462,209,7,2.5597,1.4101,3.9697999999999998,0.4178,480154435.0,0.3341,4.8291,31.3189,0.0305,4
1463,210,1,0.3098,-0.0392,0.2706,-0.1202,1303500000.0,0.0573,1.3797,4088.5307,0.0,11
1464,210,2,0.3098,-0.1812,0.12860000000000002,-0.0472,1303500000.0,-0.1421,1.2375,-66.3621,0.0,12
1465,210,3,0.3098,-0.1603,0.14950000000000002,0.0372,1303500000.0,0.0209,1.2575,-48.5168,0.0,13
1466,210,4,0.3098,-0.1263,0.18350000000000002,0.086,1303500000.0,0.034,1.2912,-54.1737,0.0,14
1467,210,5,0.3098,-0.1087,0.2011,0.4077,1303500000.0,0.0215,1.3485,319.4438,0.0,15
1468,210,6,0.3098,-0.2582,0.051600000000000035,-0.2704,1303500000.0,-0.1478,1.1891,-72.14699999999999,0.0,16
1469,210,7,0.3096,-0.2148,0.0948,0.0831,1303500000.0,0.0435,1.2406,-14.5957,0.0,17
1470,211,1,1.0465,0.5177,1.5642,0.5664,178138918.0,0.0203,2.6695,22.2961,0.0,12
1471,211,2,1.8654,-0.2037,1.6617,0.7332,178138918.0,-0.721,2.7673,0.1037,0.0,13
1472,211,3,1.0323,-1.7605,-0.7282,-0.9951,178138918.0,-1.5568,0.3775,16.2884,0.0,14
1473,211,4,1.1455,-1.5794,-0.43389999999999995,0.28300000000000003,178138918.0,0.1811,0.6717,-19.7105,0.0,15
1474,211,5,1.1455,-2.4959,-1.3503999999999998,-0.3473,178138918.0,-0.9165,-0.2449,-16.2549,0.0,16
1475,211,6,1.1446,-1.8744,-0.7298,-0.6561,178138918.0,0.6215,0.3757,-22.7093,0.0,17
1476,211,7,1.1446,-1.4119,-0.26729999999999987,0.3296,178138918.0,0.4626,0.8383,-4.6083,0.0,18
1477,212,1,1.3976,-2.6927,-1.2951,0.0868,328861441.0,0.0501,-0.177,-4.3724,0.0,20
1478,212,2,1.3769999999999998,-2.5036,-1.1266000000000003,-0.1412,328861441.0,0.0798,0.0157,-29.5491,0.0,21
1479,212,3,1.335,-2.5131,-1.1781000000000001,0.0133,328861441.0,-0.0095,0.0032,2.0907,0.0,22
1480,212,4,1.335,-2.5513,-1.2163,-0.0051,328861441.0,-0.0382,-0.07400000000000001,168.419,0.0,23
1481,212,5,1.335,-2.4449,-1.1099,0.2755,328861441.0,0.1064,0.0324,-68.1457,0.0,24
1482,212,6,1.335,-2.5173,-1.1823000000000001,-0.2024,328861441.0,-0.0724,-0.04,38.2733,0.0,25
1483,212,7,1.3643,-2.3278,-0.9634999999999998,0.0706,328861441.0,0.1895,0.1788,78.7696,0.0,26
1484,213,1,,,0.0,,,,,,0.0,-5
1485,213,2,3.0899,0.4853,3.5752,0.3752,49800000.0,0.1482,5.15,,0.0,-4
1486,213,3,3.0899,0.3928,3.4827,-0.3757,49800000.0,-0.0724,5.16,15.5106,0.0,-3
1487,213,4,3.0899,0.8094,3.8993,-0.1567,49800000.0,0.4274,5.61,7.2971,0.0,-2
1488,213,5,3.0899,1.5858,4.6757,0.7037,49800000.0,1.1561,6.5224,4.4594,0.0,-1
1489,213,6,4.1604,2.2692,6.429600000000001,-0.0648,60100000.0,0.9905,8.1469,-8.426,0.0,0
1490,213,7,6.6284,2.4072,9.0356,0.8647,80150000.0,0.8058,,20.9728,0.1,1
1491,214,1,,,0.0,,,,,,0.0,-5
1492,214,2,,,0.0,,,,,,0.0,-4
1493,214,3,,,0.0,,8000000.0,,1.84,,0.0,-3
1494,214,4,,,0.0,,8000000.0,,,9.0021,0.0,-2
1495,214,5,,,0.0,,8000000.0,,,29.7287,0.0,-1
1496,214,6,1.1586,1.6892,2.8478000000000003,0.7351,51000000.0,1.0354,3.9863,6.9257,0.0,0
1497,214,7,1.4964,1.3428,2.8392,-0.2022,136000000.0,0.7291,3.9108,24.9386,0.3,1
1498,215,1,,,0.0,,,,,,0.0,-4
1499,215,2,,,0.0,,,,,,0.0,-3
1500,215,3,,,0.0,,120000000.0,,3.68,,0.0,-2
1501,215,4,,,0.0,,120000000.0,,,30.9057,0.0,-1
1502,215,5,,,0.0,,120000000.0,,,-6.2136,0.0,0
1503,215,6,7.3171,2.1122,9.4293,1.0431,160000000.0,1.271,11.1762,-3.707,0.35,1
1504,215,7,7.3171,2.9086,10.2257,3.5921,160000000.0,1.6481,12.1356,11.1212,0.85,2
1505,216,1,1.859,1.1362,2.9952,0.1781,1007282534.0,0.1928,4.4108,62.0027,0.13,13
1506,216,2,1.859,1.3481,3.2071,0.0228,1007282534.0,0.3798,4.6606,17.9765,0.14500000000000002,14
1507,216,3,1.859,1.4784,3.3373999999999997,-0.0199,1007282534.0,0.3228,4.8235,3.5455,0.165,15
1508,216,4,1.859,1.8271,3.6860999999999997,0.3638,1007282534.0,0.5326,5.1861,8.9807,0.185,16
1509,216,5,1.859,2.2502,4.1091999999999995,-0.3152,1007282534.0,0.6231,5.6092,1.6566,0.2,17
1510,216,6,1.859,2.7316,4.5906,-0.046,1007282534.0,0.6814,6.0906,3.4394,0.25,18
1511,216,7,1.859,3.0618,4.9208,0.5027,1007282534.0,0.6302,6.4208,17.7519,0.31,19
1512,217,1,1.4574,0.4281,1.8855,0.2119,469440000.0,0.3438,2.9287,52.6014,0.0,-3
1513,217,2,1.4574,0.6455,2.1029,0.0303,469440000.0,0.3377,3.1664,14.3198,0.0,-2
1514,217,3,1.4574,0.8238,2.2812,-0.2998,469440000.0,0.287,3.3732,-6.7171,0.0,-1
1515,217,4,1.4574,0.9023,2.3597,0.1316,469440000.0,0.2114,3.4647,5.4668,0.0,0
1516,217,5,1.5774,0.8251,2.4025,0.6617,559440000.0,0.1105,3.5139,-16.7262,0.0225,1
1517,217,6,1.5774,0.8139,2.3912999999999998,-0.2702,559440000.0,0.040999999999999995,3.5108,5.1175,0.0325,2
1518,217,7,1.5774,1.088,2.6654,-0.0183,559440000.0,0.3184,3.8088,20.8428,0.058,3
1519,218,1,,,0.0,,,,,,0.0,-5
1520,218,2,,,0.0,,,,,,0.0,-4
1521,218,3,,,0.0,,660000000.0,,,,0.0,-3
1522,218,4,,,0.0,,660000000.0,,,5.1585,0.0,-2
1523,218,5,,,0.0,,660000000.0,,,12.5523,0.0,-1
1524,218,6,0.1165,1.8353,1.9518,0.1969,660000000.0,0.4242,3.1227,12.1274,0.0165,0
1525,218,7,0.9915,1.9244,2.9159,1.138,790500000.0,0.4695,4.1142,11.8502,0.10550000000000001,1
1526,219,1,,,0.0,,,,,,0.0,-4
1527,219,2,,,0.0,,,,,,0.0,-3
1528,219,3,,,0.0,,180000000.0,,2.32,,0.0,-2
1529,219,4,,,0.0,,180000000.0,,2.08,1.6825,0.0,-1
1530,219,5,,,0.0,,180000000.0,,,6.6885,0.0,0
1531,219,6,2.1456,0.9343,3.0799,2.5836,240000000.0,0.5206,4.4518,0.9157,0.115,1
1532,219,7,2.1456,1.4762,3.6218,-2.4652,240000000.0,0.848,5.0793,11.6607,0.34500000000000003,2
1533,220,1,0.0716,-2.8759,-2.8043,0.0,148107148.0,-0.1216,-1.6937,-3.2785,0.0,11
1534,220,2,0.1937,-3.1949,-3.0012,0.0003,148107148.0,-0.1132,-1.8906,-11.0318,0.0,12
1535,220,3,2.0191,-3.0137,-0.9946000000000002,0.1459,148107148.0,0.1811,0.1152,10706.5642,0.0,13
1536,220,4,2.0191,-2.7687,-0.7496,-0.0957,148107148.0,0.245,0.3607,277.1093,0.0,14
1537,220,5,2.0191,-2.7305,-0.7114000000000003,0.9925,148107148.0,0.0382,0.4557,-68.5124,0.0,15
1538,220,6,2.0191,-2.7147,-0.6956000000000002,0.0074,148107148.0,0.0158,0.5328,-54.6073,0.0,16
1539,220,7,2.0191,-2.7577,-0.7385999999999999,-0.0351,148107148.0,-0.043,0.4292,-91.4272,0.0,17
1540,221,1,1.1355,-1.8982,-0.7627000000000002,0.0114,118400000.0,0.0305,0.703,-64.2094,0.0,5
1541,221,2,1.1478,-1.8559999999999999,-0.7081999999999999,0.106,118400000.0,0.0421,0.7574,-65.7615,0.0,6
1542,221,3,1.1517,-1.8287,-0.677,-0.0581,118400000.0,0.0273,0.7886,26.9613,0.0,7
1543,221,4,1.1568,-1.8233,-0.6664999999999999,0.0448,118400000.0,0.0054,0.7991,-43.0091,0.0,8
1544,221,5,1.161,-1.8604,-0.6994,-0.0037,118400000.0,-0.0371,0.7663,-1.6635,0.0,9
1545,221,6,0.4046,-0.2202,0.1844,0.2562,754479856.0,0.0717,1.2574,694.607,0.0,10
1546,221,7,2.0798,-0.1783,1.9015000000000002,0.4421,901584077.0,0.006,2.9626,56.9906,0.35,11
1547,222,1,0.4413,0.9629,1.4042,-0.9009,327000000.0,0.6861,2.5228,0.579,0.0,-2
1548,222,2,0.4413,1.3167,1.758,-0.4031,327000000.0,0.419,2.9011,-9.2171,0.0,-1
1549,222,3,0.4172,1.8663,2.2835,0.1731,327000000.0,0.3186,3.5431,25.9566,0.0,0
1550,222,4,0.3763,1.6623,2.0386,0.0755,407000000.0,0.2615,3.1931,0.3297,0.29,1
1551,222,5,0.1175,1.0206,1.1381,-0.244,610500000.0,0.1754,2.2511,-9.7271,0.3165,2
1552,222,6,0.1176,1.1648,1.2824,0.5165,610500000.0,0.2134,2.4493,9.0026,0.0615,3
1553,222,7,0.1176,1.2931,1.4106999999999998,-0.2201,610500000.0,0.218,2.5905,12.477,0.07,4
1554,223,1,2.36,0.6495,3.0095,0.0184,86956635.0,0.3415,4.2247,21.5612,0.64,5
1555,223,2,1.1,0.027000000000000003,1.127,-0.012,139130616.0,-0.3539,2.2686,-16.5001,0.32,6
1556,223,3,1.1369,0.0679,1.2048,-0.1508,139130616.0,0.040999999999999995,2.3456,12.1477,0.0,7
1557,223,4,2.1645,-0.2312,1.9332999999999998,0.0173,139130616.0,-0.1026,3.0535,3.6168,0.0,8
